venue,ticker,pr_open,pr_high,pr_low,pr_close,volume,turnover,valid_time
MOEX,EUR_RUB__TOM,62.2125,62.2475,62.1525,62.1675,23575000,1466606732,2022-11-14 07:10:00+00:00
MOEX,EUR_RUB__TOM,62.17,62.255,62.1675,62.1875,17250000,1073105432,2022-11-14 07:20:00+00:00
MOEX,EUR_RUB__TOM,62.1925,62.255,62.1725,62.1725,29654000,1845086235,2022-11-14 07:30:00+00:00
MOEX,EUR_RUB__TOM,62.175,62.2425,62.1525,62.2125,16509000,1026706585,2022-11-14 07:40:00+00:00
MOEX,EUR_RUB__TOM,62.2175,62.2225,62.16,62.1725,9087000,565129530,2022-11-14 07:50:00+00:00
MOEX,EUR_RUB__TOM,62.165,62.2375,62.1625,62.18,20837000,1296295535,2022-11-14 08:00:00+00:00
MOEX,EUR_RUB__TOM,62.18,62.2325,62.17,62.1925,13441000,836098495,2022-11-14 08:10:00+00:00
MOEX,EUR_RUB__TOM,62.1975,62.2375,62.13,62.1325,14326000,891085737,2022-11-14 08:20:00+00:00
MOEX,EUR_RUB__TOM,62.14,62.21,62.0775,62.095,15462000,961204390,2022-11-14 08:30:00+00:00
MOEX,EUR_RUB__TOM,62.0925,62.2325,62.09,62.2225,20080000,1248399327,2022-11-14 08:40:00+00:00
MOEX,EUR_RUB__TOM,62.22,62.27,62.205,62.2125,15369000,956443337,2022-11-14 08:50:00+00:00
MOEX,EUR_RUB__TOM,62.215,62.2375,62.1575,62.1625,10779000,670464812,2022-11-14 09:00:00+00:00
MOEX,EUR_RUB__TOM,62.1675,62.22,62.1575,62.215,7927000,492864020,2022-11-14 09:10:00+00:00
MOEX,EUR_RUB__TOM,62.2175,62.2425,62.15,62.215,9608000,597540260,2022-11-14 09:20:00+00:00
MOEX,EUR_RUB__TOM,62.2125,62.2775,62.2075,62.24,9491000,590722390,2022-11-14 09:30:00+00:00
MOEX,EUR_RUB__TOM,62.24,62.2625,62.2,62.2175,11345000,705991712,2022-11-14 09:40:00+00:00
MOEX,EUR_RUB__TOM,62.2125,62.2375,62.175,62.2175,10736000,667762642,2022-11-14 09:50:00+00:00
MOEX,EUR_RUB__TOM,62.225,62.2875,62.2075,62.2525,19675000,1224820310,2022-11-14 10:00:00+00:00
MOEX,EUR_RUB__TOM,62.25,62.29,62.205,62.235,10387000,646537487,2022-11-14 10:10:00+00:00
MOEX,EUR_RUB__TOM,62.235,62.255,62.2125,62.2375,8967000,558034192,2022-11-14 10:20:00+00:00
MOEX,EUR_RUB__TOM,62.245,62.25,62.1425,62.15,10951000,681017955,2022-11-14 10:30:00+00:00
MOEX,EUR_RUB__TOM,62.1525,62.2475,62.14,62.225,15275000,949592512,2022-11-14 10:40:00+00:00
MOEX,EUR_RUB__TOM,62.2425,62.2625,62.115,62.1425,12507000,777946007,2022-11-14 10:50:00+00:00
MOEX,EUR_RUB__TOM,62.13,62.135,61.905,62.005,21643000,1341851720,2022-11-14 11:00:00+00:00
MOEX,EUR_RUB__TOM,62.0,62.03,61.92,61.985,14134000,875960882,2022-11-14 11:10:00+00:00
MOEX,EUR_RUB__TOM,62.0,62.0075,61.8625,61.8675,8550000,529501280,2022-11-14 11:20:00+00:00
MOEX,EUR_RUB__TOM,61.8625,61.97,61.83,61.8775,11892000,735993977,2022-11-14 11:30:00+00:00
MOEX,EUR_RUB__TOM,61.8675,62.025,61.865,61.9975,15206000,942041035,2022-11-14 11:40:00+00:00
MOEX,EUR_RUB__TOM,62.01,62.065,61.955,62.015,17077000,1059125985,2022-11-14 11:50:00+00:00
MOEX,EUR_RUB__TOM,62.015,62.19,61.9875,62.13,17222000,1069368305,2022-11-14 12:00:00+00:00
MOEX,EUR_RUB__TOM,62.1275,62.1475,62.06,62.13,11088000,688578097,2022-11-14 12:10:00+00:00
MOEX,EUR_RUB__TOM,62.1375,62.225,62.11,62.2175,16392000,1019178760,2022-11-14 12:20:00+00:00
MOEX,EUR_RUB__TOM,62.22,62.3575,62.21,62.34,13587000,846272675,2022-11-14 12:30:00+00:00
MOEX,EUR_RUB__TOM,62.34,62.3475,62.095,62.2875,13128000,817436482,2022-11-14 12:40:00+00:00
MOEX,EUR_RUB__TOM,62.2925,62.34,62.25,62.3075,6496000,404751800,2022-11-14 12:50:00+00:00
MOEX,EUR_RUB__TOM,62.3075,62.315,62.26,62.2825,5993000,373320032,2022-11-14 13:00:00+00:00
MOEX,EUR_RUB__TOM,62.2825,62.35,62.255,62.3175,4705000,293142320,2022-11-14 13:10:00+00:00
MOEX,EUR_RUB__TOM,62.3125,62.34,62.3,62.335,3167000,197378005,2022-11-14 13:20:00+00:00
MOEX,EUR_RUB__TOM,62.325,62.35,62.325,62.34,3911000,243809465,2022-11-14 13:30:00+00:00
MOEX,EUR_RUB__TOM,62.3375,62.36,62.315,62.3375,2725000,169875817,2022-11-14 13:40:00+00:00
MOEX,EUR_RUB__TOM,62.335,62.35,62.2925,62.34,4144000,258280505,2022-11-14 13:50:00+00:00
MOEX,EUR_RUB__TOM,62.34,62.4,62.3325,62.345,7815000,487312037,2022-11-14 14:00:00+00:00
MOEX,EUR_RUB__TOM,62.355,62.4475,62.27,62.3975,15482000,965841622,2022-11-14 14:10:00+00:00
MOEX,EUR_RUB__TOM,62.4,62.41,62.3825,62.3825,651000,40624202,2022-11-14 14:20:00+00:00
MOEX,CNYRUB_TOM,8.507,8.507,8.507,8.507,6568000,55873976,2022-11-14 03:50:00+00:00
MOEX,CNYRUB_TOM,8.509,8.517,8.507,8.511,10357000,88147516,2022-11-14 04:00:00+00:00
MOEX,CNYRUB_TOM,8.511,8.528,8.511,8.525,12518000,106607516,2022-11-14 04:10:00+00:00
MOEX,CNYRUB_TOM,8.526,8.529,8.507,8.508,18790000,160089436,2022-11-14 04:20:00+00:00
MOEX,CNYRUB_TOM,8.509,8.526,8.508,8.524,13626000,116013156,2022-11-14 04:30:00+00:00
MOEX,CNYRUB_TOM,8.521,8.531,8.52,8.528,15654000,133496466,2022-11-14 04:40:00+00:00
MOEX,CNYRUB_TOM,8.527,8.542,8.523,8.54,8685000,74112504,2022-11-14 04:50:00+00:00
MOEX,CNYRUB_TOM,8.54,8.555,8.539,8.547,11889000,101595678,2022-11-14 05:00:00+00:00
MOEX,CNYRUB_TOM,8.547,8.555,8.545,8.549,6722000,57484310,2022-11-14 05:10:00+00:00
MOEX,CNYRUB_TOM,8.549,8.555,8.545,8.546,7403000,63296990,2022-11-14 05:20:00+00:00
MOEX,CNYRUB_TOM,8.547,8.55,8.546,8.547,4461000,38139169,2022-11-14 05:30:00+00:00
MOEX,CNYRUB_TOM,8.547,8.552,8.544,8.548,8692000,74304878,2022-11-14 05:40:00+00:00
MOEX,CNYRUB_TOM,8.547,8.55,8.543,8.55,11716000,100136033,2022-11-14 05:50:00+00:00
MOEX,CNYRUB_TOM,8.549,8.549,8.529,8.535,35200000,300455757,2022-11-14 06:00:00+00:00
MOEX,CNYRUB_TOM,8.533,8.542,8.53,8.541,20507000,175065936,2022-11-14 06:10:00+00:00
MOEX,CNYRUB_TOM,8.541,8.543,8.537,8.541,21907000,187100731,2022-11-14 06:20:00+00:00
MOEX,CNYRUB_TOM,8.54,8.546,8.539,8.545,27300000,233203502,2022-11-14 06:30:00+00:00
MOEX,CNYRUB_TOM,8.545,8.55,8.542,8.548,51438000,439684963,2022-11-14 06:40:00+00:00
MOEX,CNYRUB_TOM,8.548,8.555,8.544,8.549,116759000,998164208,2022-11-14 06:50:00+00:00
MOEX,CNYRUB_TOM,8.548,8.555,8.542,8.552,185212000,1583433414,2022-11-14 07:00:00+00:00
MOEX,CNYRUB_TOM,8.552,8.56,8.549,8.555,186923000,1599107989,2022-11-14 07:10:00+00:00
MOEX,CNYRUB_TOM,8.554,8.566,8.553,8.565,283270000,2424751584,2022-11-14 07:20:00+00:00
MOEX,CNYRUB_TOM,8.565,8.567,8.559,8.56,302039000,2586445978,2022-11-14 07:30:00+00:00
MOEX,CNYRUB_TOM,8.56,8.57,8.559,8.569,282667000,2420615590,2022-11-14 07:40:00+00:00
MOEX,CNYRUB_TOM,8.569,8.569,8.555,8.557,206246000,1766209632,2022-11-14 07:50:00+00:00
MOEX,CNYRUB_TOM,8.557,8.563,8.555,8.557,189868000,1625128578,2022-11-14 08:00:00+00:00
MOEX,CNYRUB_TOM,8.557,8.559,8.55,8.554,214942000,1838516547,2022-11-14 08:10:00+00:00
MOEX,CNYRUB_TOM,8.554,8.555,8.55,8.55,159286000,1362379731,2022-11-14 08:20:00+00:00
MOEX,CNYRUB_TOM,8.55,8.555,8.543,8.544,248962000,2128441956,2022-11-14 08:30:00+00:00
MOEX,CNYRUB_TOM,8.544,8.546,8.536,8.54,208796000,1783313520,2022-11-14 08:40:00+00:00
MOEX,CNYRUB_TOM,8.54,8.546,8.539,8.542,121822000,1040657358,2022-11-14 08:50:00+00:00
MOEX,CNYRUB_TOM,8.543,8.552,8.538,8.544,172883000,1477052756,2022-11-14 09:00:00+00:00
MOEX,CNYRUB_TOM,8.544,8.548,8.543,8.547,138266000,1181536684,2022-11-14 09:10:00+00:00
MOEX,CNYRUB_TOM,8.547,8.551,8.543,8.543,116855000,998572684,2022-11-14 09:20:00+00:00
MOEX,CNYRUB_TOM,8.543,8.552,8.54,8.542,181745000,1552933969,2022-11-14 09:30:00+00:00
MOEX,CNYRUB_TOM,8.541,8.545,8.531,8.531,161127000,1376014483,2022-11-14 09:40:00+00:00
MOEX,CNYRUB_TOM,8.531,8.533,8.522,8.528,213068000,1817189646,2022-11-14 09:50:00+00:00
MOEX,CNYRUB_TOM,8.528,8.53,8.526,8.527,166471000,1419777934,2022-11-14 10:00:00+00:00
MOEX,CNYRUB_TOM,8.527,8.527,8.517,8.523,124438000,1060627822,2022-11-14 10:10:00+00:00
MOEX,CNYRUB_TOM,8.523,8.528,8.523,8.525,112755000,961239809,2022-11-14 10:20:00+00:00
MOEX,CNYRUB_TOM,8.525,8.53,8.518,8.521,141280000,1204421480,2022-11-14 10:30:00+00:00
MOEX,CNYRUB_TOM,8.52,8.526,8.514,8.52,106024000,903208505,2022-11-14 10:40:00+00:00
MOEX,CNYRUB_TOM,8.52,8.522,8.505,8.505,117944000,1003951592,2022-11-14 10:50:00+00:00
MOEX,CNYRUB_TOM,8.507,8.509,8.5,8.507,113185000,962623429,2022-11-14 11:00:00+00:00
MOEX,CNYRUB_TOM,8.508,8.51,8.502,8.509,78374000,666740459,2022-11-14 11:10:00+00:00
MOEX,CNYRUB_TOM,8.509,8.516,8.509,8.514,112609000,958594106,2022-11-14 11:20:00+00:00
MOEX,CNYRUB_TOM,8.514,8.522,8.514,8.521,116786000,994774420,2022-11-14 11:30:00+00:00
MOEX,CNYRUB_TOM,8.52,8.538,8.52,8.538,143064000,1220447880,2022-11-14 11:40:00+00:00
MOEX,CNYRUB_TOM,8.537,8.542,8.536,8.541,233230000,1991546541,2022-11-14 11:50:00+00:00
MOEX,CNYRUB_TOM,8.542,8.543,8.537,8.54,135454000,1156825457,2022-11-14 12:00:00+00:00
MOEX,CNYRUB_TOM,8.539,8.541,8.536,8.539,56763000,484618314,2022-11-14 12:10:00+00:00
MOEX,CNYRUB_TOM,8.539,8.541,8.538,8.541,70546000,602441366,2022-11-14 12:20:00+00:00
MOEX,CNYRUB_TOM,8.541,8.545,8.541,8.545,45243000,386541518,2022-11-14 12:30:00+00:00
MOEX,CNYRUB_TOM,8.544,8.545,8.529,8.534,55053000,470013209,2022-11-14 12:40:00+00:00
MOEX,CNYRUB_TOM,8.534,8.545,8.53,8.543,136336000,1164398515,2022-11-14 12:50:00+00:00
MOEX,CNYRUB_TOM,8.543,8.544,8.539,8.54,20533000,175400841,2022-11-14 13:00:00+00:00
MOEX,CNYRUB_TOM,8.54,8.544,8.54,8.541,25285000,215989006,2022-11-14 13:10:00+00:00
MOEX,CNYRUB_TOM,8.54,8.542,8.538,8.54,46223000,394753792,2022-11-14 13:20:00+00:00
MOEX,CNYRUB_TOM,8.54,8.54,8.538,8.54,92565000,790487426,2022-11-14 13:30:00+00:00
MOEX,CNYRUB_TOM,8.539,8.544,8.539,8.541,86852000,741815938,2022-11-14 13:40:00+00:00
MOEX,CNYRUB_TOM,8.54,8.541,8.536,8.537,29145000,248883729,2022-11-14 13:50:00+00:00
MOEX,CNYRUB_TOM,8.538,8.544,8.537,8.544,53340000,455680118,2022-11-14 14:00:00+00:00
MOEX,CNYRUB_TOM,8.544,8.544,8.542,8.543,52607000,449465261,2022-11-14 14:10:00+00:00
MOEX,CNYRUB_TOM,8.544,8.544,8.539,8.54,66476000,567905198,2022-11-14 14:20:00+00:00
MOEX,USDCNY_TOM,7.0555,7.08999,7.0555,7.08999,109000,772600,2022-11-14 04:00:00+00:00
MOEX,USDCNY_TOM,7.08999,7.09,7.0801,7.08989,1141000,8085604,2022-11-14 04:10:00+00:00
MOEX,USDCNY_TOM,7.08995,7.08996,7.07999,7.08569,2450000,17355359,2022-11-14 04:20:00+00:00
MOEX,USDCNY_TOM,7.08569,7.0857,7.0767,7.0767,1926000,13637316,2022-11-14 04:30:00+00:00
MOEX,USDCNY_TOM,7.07709,7.081,7.07709,7.0789,1877000,13286597,2022-11-14 04:40:00+00:00
MOEX,USDCNY_TOM,7.0809,7.0825,7.0781,7.0817,854000,6046839,2022-11-14 04:50:00+00:00
MOEX,USDCNY_TOM,7.0873,7.0873,7.0837,7.0837,732000,5186300,2022-11-14 05:00:00+00:00
MOEX,USDCNY_TOM,7.0837,7.08825,7.08335,7.08335,514000,3642376,2022-11-14 05:10:00+00:00
MOEX,USDCNY_TOM,7.0857,7.0857,7.0847,7.0857,492000,3486156,2022-11-14 05:20:00+00:00
MOEX,USDCNY_TOM,7.0957,7.0957,7.0925,7.0925,550000,3900996,2022-11-14 05:30:00+00:00
MOEX,USDCNY_TOM,7.0897,7.0936,7.0877,7.0877,971000,6883961,2022-11-14 05:40:00+00:00
MOEX,USDCNY_TOM,7.0877,7.0877,7.0787,7.0787,1405000,9948842,2022-11-14 05:50:00+00:00
MOEX,USDCNY_TOM,7.0787,7.0855,7.0787,7.0822,2783000,19707017,2022-11-14 06:00:00+00:00
MOEX,USDCNY_TOM,7.0822,7.0875,7.0779,7.0807,2014000,14264154,2022-11-14 06:10:00+00:00
MOEX,USDCNY_TOM,7.08002,7.0827,7.078,7.078,3247000,22990904,2022-11-14 06:20:00+00:00
MOEX,USDCNY_TOM,7.078,7.08,7.065,7.0767,4787000,33863807,2022-11-14 06:30:00+00:00
MOEX,USDCNY_TOM,7.07428,7.07428,7.06119,7.07126,8474000,59886987,2022-11-14 06:40:00+00:00
MOEX,USDCNY_TOM,7.07125,7.07666,7.05602,7.07,16300000,115171774,2022-11-14 06:50:00+00:00
MOEX,USDCNY_TOM,7.07,7.077,7.06007,7.06984,17222000,121835951,2022-11-14 07:00:00+00:00
MOEX,USDCNY_TOM,7.07689,7.0769,7.05511,7.06984,17030000,120410631,2022-11-14 07:10:00+00:00
MOEX,USDCNY_TOM,7.0699,7.0699,7.0475,7.06204,31546000,222833676,2022-11-14 07:20:00+00:00
MOEX,USDCNY_TOM,7.06161,7.065,7.05101,7.05101,12949000,91383650,2022-11-14 07:30:00+00:00
MOEX,USDCNY_TOM,7.05617,7.05889,7.04,7.04959,63325000,446342375,2022-11-14 07:40:00+00:00
MOEX,USDCNY_TOM,7.05205,7.06093,7.048,7.048,17206000,121370969,2022-11-14 07:50:00+00:00
MOEX,USDCNY_TOM,7.05499,7.055,7.051,7.05498,7363000,51930277,2022-11-14 08:00:00+00:00
MOEX,USDCNY_TOM,7.05205,7.05331,7.04301,7.04986,13850000,97625534,2022-11-14 08:10:00+00:00
MOEX,USDCNY_TOM,7.04986,7.05,7.035,7.046,22336000,157260219,2022-11-14 08:20:00+00:00
MOEX,USDCNY_TOM,7.04886,7.05,7.0385,7.0492,27423000,193135487,2022-11-14 08:30:00+00:00
MOEX,USDCNY_TOM,7.0505,7.05557,7.05,7.055,7453000,52571141,2022-11-14 08:40:00+00:00
MOEX,USDCNY_TOM,7.055,7.05699,7.05,7.0569,6969000,49167701,2022-11-14 08:50:00+00:00
MOEX,USDCNY_TOM,7.0569,7.06,7.045,7.05598,30265000,213334016,2022-11-14 09:00:00+00:00
MOEX,USDCNY_TOM,7.0552,7.05918,7.05455,7.05918,379000,2674534,2022-11-14 09:10:00+00:00
MOEX,USDCNY_TOM,7.05919,7.07,7.05918,7.07,3408000,24076787,2022-11-14 09:20:00+00:00
MOEX,USDCNY_TOM,7.07,7.07439,7.0688,7.07347,15569000,110074548,2022-11-14 09:30:00+00:00
MOEX,USDCNY_TOM,7.07321,7.079,7.07105,7.07105,3748000,26519920,2022-11-14 09:40:00+00:00
MOEX,USDCNY_TOM,7.07469,7.07866,7.06735,7.07443,2274000,16080622,2022-11-14 09:50:00+00:00
MOEX,USDCNY_TOM,7.07637,7.07761,7.072,7.07659,892000,6311403,2022-11-14 10:00:00+00:00
MOEX,USDCNY_TOM,7.0785,7.08439,7.0785,7.08182,1917000,13573702,2022-11-14 10:10:00+00:00
MOEX,USDCNY_TOM,7.08377,7.08402,7.08,7.084,1121000,7939482,2022-11-14 10:20:00+00:00
MOEX,USDCNY_TOM,7.08399,7.085,7.07744,7.081,1085000,7683701,2022-11-14 10:30:00+00:00
MOEX,USDCNY_TOM,7.081,7.08999,7.07787,7.08999,3217000,22794407,2022-11-14 10:40:00+00:00
MOEX,USDCNY_TOM,7.08999,7.09687,7.08999,7.09378,1586000,11245999,2022-11-14 10:50:00+00:00
MOEX,USDCNY_TOM,7.09398,7.095,7.086,7.09468,3641000,25818095,2022-11-14 11:00:00+00:00
MOEX,USDCNY_TOM,7.0961,7.09782,7.083,7.09621,5753000,40774053,2022-11-14 11:10:00+00:00
MOEX,USDCNY_TOM,7.08805,7.09084,7.084,7.08777,2474000,17531039,2022-11-14 11:20:00+00:00
MOEX,USDCNY_TOM,7.08739,7.08989,7.084,7.084,1204000,8531751,2022-11-14 11:30:00+00:00
